Timestamp (s),Power (mW)
2025-03-28 01:46:47.299867,4.35
2025-03-28 01:46:47.338415,3.41
2025-03-28 01:46:47.373746,3.42
2025-03-28 01:46:47.408999,3.54
2025-03-28 01:46:47.444731,3.38
2025-03-28 01:46:47.479893,3.54
2025-03-28 01:46:47.515608,3.37
2025-03-28 01:46:47.552677,3.36
2025-03-28 01:46:47.587834,3.55
2025-03-28 01:46:47.622967,3.36
2025-03-28 01:46:47.658044,3.50
2025-03-28 01:46:47.694737,3.37
2025-03-28 01:46:47.729769,3.36
2025-03-28 01:46:47.764941,3.52
2025-03-28 01:46:47.800229,3.38
2025-03-28 01:46:47.837030,3.38
2025-03-28 01:46:47.872130,3.51
2025-03-28 01:46:47.907263,3.35
2025-03-28 01:46:47.942394,3.55
2025-03-28 01:46:47.977552,3.35
2025-03-28 01:46:48.012715,3.52
2025-03-28 01:46:48.048037,3.39
2025-03-28 01:46:48.083143,3.51
2025-03-28 01:46:48.118339,3.37
2025-03-28 01:46:48.153409,3.52
2025-03-28 01:46:48.188673,3.35
2025-03-28 01:46:48.223753,3.36
2025-03-28 01:46:48.258766,3.67
2025-03-28 01:46:48.294263,3.36
2025-03-28 01:46:48.329515,3.36
2025-03-28 01:46:48.365147,3.61
2025-03-28 01:46:48.400467,3.53
2025-03-28 01:46:48.435718,3.36
2025-03-28 01:46:48.470897,3.36
2025-03-28 01:46:48.506006,3.50
2025-03-28 01:46:48.541237,3.36
2025-03-28 01:46:48.576535,3.71
2025-03-28 01:46:48.611741,3.51
2025-03-28 01:46:48.646961,3.34
2025-03-28 01:46:48.684783,3.35
2025-03-28 01:46:48.719852,3.81
2025-03-28 01:46:48.755003,3.37
2025-03-28 01:46:48.790152,3.49
2025-03-28 01:46:48.825340,3.36
2025-03-28 01:46:48.860423,3.61
2025-03-28 01:46:48.895736,3.52
2025-03-28 01:46:48.930981,3.35
2025-03-28 01:46:48.966176,3.33
2025-03-28 01:46:49.001361,3.49
2025-03-28 01:46:49.036577,3.41
2025-03-28 01:46:49.071697,3.48
2025-03-28 01:46:49.107514,3.34
2025-03-28 01:46:49.144417,3.35
2025-03-28 01:46:49.179576,3.50
2025-03-28 01:46:49.215149,3.33
2025-03-28 01:46:49.251830,3.33
2025-03-28 01:46:49.287238,3.35
2025-03-28 01:46:49.322819,3.50
2025-03-28 01:46:49.358419,3.31
2025-03-28 01:46:49.393576,3.37
2025-03-28 01:46:49.428654,3.49
2025-03-28 01:46:49.468910,3.35
2025-03-28 01:46:49.508230,3.50
2025-03-28 01:46:49.544054,3.33
2025-03-28 01:46:49.579226,3.53
2025-03-28 01:46:49.614435,3.33
2025-03-28 01:46:49.649482,3.49
2025-03-28 01:46:49.684684,3.33
2025-03-28 01:46:49.719728,3.49
2025-03-28 01:46:49.754885,3.33
2025-03-28 01:46:49.790165,3.59
2025-03-28 01:46:49.826039,3.48
2025-03-28 01:46:49.861266,3.34
2025-03-28 01:46:49.896265,3.48
2025-03-28 01:46:49.931404,3.33
2025-03-28 01:46:49.966451,3.49
2025-03-28 01:46:50.001707,3.34
2025-03-28 01:46:50.036879,3.34
2025-03-28 01:46:50.073234,4.45
2025-03-28 01:46:50.113468,3.49
2025-03-28 01:46:50.148908,3.38
2025-03-28 01:46:50.184223,3.48
2025-03-28 01:46:50.219498,3.33
2025-03-28 01:46:50.254646,3.51
2025-03-28 01:46:50.290170,3.34
2025-03-28 01:46:50.325220,3.47
2025-03-28 01:46:50.360356,3.34
2025-03-28 01:46:50.395691,3.48
2025-03-28 01:46:50.431424,3.33
2025-03-28 01:46:50.466618,3.49
2025-03-28 01:46:50.501778,3.33
2025-03-28 01:46:50.536909,3.34
2025-03-28 01:46:50.572024,3.52
2025-03-28 01:46:50.607358,3.34
2025-03-28 01:46:50.642587,3.49
2025-03-28 01:46:50.678263,3.32
2025-03-28 01:46:50.714341,3.54
2025-03-28 01:46:50.749874,3.47
2025-03-28 01:46:50.787376,3.33
2025-03-28 01:46:50.822516,3.34
2025-03-28 01:46:50.857598,3.48
2025-03-28 01:46:50.892998,3.32
2025-03-28 01:46:50.928340,3.70
2025-03-28 01:46:50.963453,3.62
2025-03-28 01:46:50.998983,3.34
2025-03-28 01:46:51.034132,3.48
2025-03-28 01:46:51.069361,3.32
2025-03-28 01:46:51.104455,3.48
2025-03-28 01:46:51.139584,3.34
2025-03-28 01:46:51.174692,3.49
2025-03-28 01:46:51.211745,3.56
2025-03-28 01:46:51.247083,3.52
2025-03-28 01:46:51.282699,3.39
2025-03-28 01:46:51.317900,3.48
2025-03-28 01:46:51.353584,3.33
2025-03-28 01:46:51.388812,3.34
2025-03-28 01:46:51.424063,3.55
2025-03-28 01:46:51.459675,3.34
2025-03-28 01:46:51.494825,3.49
2025-03-28 01:46:51.530153,3.50
2025-03-28 01:46:51.565718,3.48
2025-03-28 01:46:51.601514,3.34
2025-03-28 01:46:51.636858,3.48
2025-03-28 01:46:51.672444,3.33
2025-03-28 01:46:51.707647,3.52
2025-03-28 01:46:51.743181,3.34
2025-03-28 01:46:51.778328,3.52
2025-03-28 01:46:51.814935,3.48
2025-03-28 01:46:51.850796,3.68
2025-03-28 01:46:51.886110,3.56
2025-03-28 01:46:51.921953,3.32
2025-03-28 01:46:51.957078,3.48
2025-03-28 01:46:51.992700,3.44
2025-03-28 01:46:52.027957,3.53
2025-03-28 01:46:52.063231,3.32
2025-03-28 01:46:52.098423,3.54
