Timestamp (s),Power (mW)
0.00,3.97
1.03,4.15
2.06,3.77
3.09,3.76
4.11,3.71
5.14,3.77
6.17,3.77
7.19,3.77
8.22,3.51
9.25,3.48
10.27,3.89
11.30,4.00
12.33,3.96
13.37,4.50
14.40,3.89
