1718766375.6540265,70028,157100
1718766606.1833532,117814,278644
1718766943.946984,165469,401155
1718767908.519239,215285,537024
1718778071.1089659,98132,274294
1718778171.9907546,141547,385925
1718778281.8512793,184495,496895
1718779697.2887757,78814,148944
1718780241.7969744,81905,152629
1718781532.0315437,72065,147161
1718782003.5532007,61207,126834
1718783109.4480112,65856,128883
