Timestamp (s),Power (mW)
2025-03-27 14:45:05.157413,3.82
2025-03-27 14:45:05.193749,3.85
2025-03-27 14:45:05.229406,3.45
2025-03-27 14:45:05.265820,3.43
2025-03-27 14:45:05.301055,3.44
2025-03-27 14:45:05.336262,3.44
2025-03-27 14:45:05.371481,3.45
2025-03-27 14:45:05.406549,3.44
2025-03-27 14:45:05.441590,3.44
2025-03-27 14:45:05.476670,3.44
2025-03-27 14:45:05.512794,3.49
2025-03-27 14:45:05.547963,3.44
2025-03-27 14:45:05.583105,3.44
2025-03-27 14:45:05.618263,3.44
2025-03-27 14:45:05.653511,3.44
2025-03-27 14:45:05.688638,3.43
2025-03-27 14:45:05.723795,3.45
2025-03-27 14:45:05.758967,3.42
2025-03-27 14:45:05.794109,3.44
2025-03-27 14:45:05.829195,3.46
2025-03-27 14:45:05.864263,3.46
2025-03-27 14:45:05.899269,3.47
2025-03-27 14:45:05.934686,3.43
2025-03-27 14:45:05.969916,3.45
2025-03-27 14:45:06.005114,3.45
2025-03-27 14:45:06.040183,3.44
2025-03-27 14:45:06.075261,3.49
2025-03-27 14:45:06.110393,3.43
2025-03-27 14:45:06.145532,3.44
2025-03-27 14:45:06.180761,3.43
2025-03-27 14:45:06.215967,3.43
2025-03-27 14:45:06.251267,3.43
2025-03-27 14:45:06.286437,3.44
2025-03-27 14:45:06.321588,3.45
2025-03-27 14:45:06.356669,3.43
2025-03-27 14:45:06.391826,3.47
2025-03-27 14:45:06.426913,3.45
2025-03-27 14:45:06.461982,3.44
2025-03-27 14:45:06.497052,3.44
2025-03-27 14:45:06.532243,3.49
2025-03-27 14:45:06.567368,3.43
2025-03-27 14:45:06.602428,3.43
2025-03-27 14:45:06.637471,3.73
2025-03-27 14:45:06.672594,3.73
2025-03-27 14:45:06.707755,3.52
2025-03-27 14:45:06.742929,3.45
2025-03-27 14:45:06.778113,3.42
2025-03-27 14:45:06.813237,3.43
2025-03-27 14:45:06.848375,3.45
2025-03-27 14:45:06.883448,3.43
2025-03-27 14:45:06.918471,3.42
2025-03-27 14:45:06.953617,3.44
2025-03-27 14:45:06.988746,3.45
2025-03-27 14:45:07.023939,3.43
2025-03-27 14:45:07.058986,3.42
2025-03-27 14:45:07.094099,3.45
2025-03-27 14:45:07.129145,3.41
2025-03-27 14:45:07.164331,3.46
2025-03-27 14:45:07.199389,3.45
2025-03-27 14:45:07.234461,3.43
2025-03-27 14:45:07.269515,3.44
2025-03-27 14:45:07.304533,3.44
2025-03-27 14:45:07.340518,3.43
2025-03-27 14:45:07.375618,3.46
2025-03-27 14:45:07.410718,3.42
2025-03-27 14:45:07.445805,3.46
2025-03-27 14:45:07.480906,3.50
2025-03-27 14:45:07.515986,3.43
2025-03-27 14:45:07.551086,3.44
2025-03-27 14:45:07.586263,3.43
2025-03-27 14:45:07.621378,3.43
2025-03-27 14:45:07.656508,3.42
2025-03-27 14:45:07.691525,3.43
2025-03-27 14:45:07.726580,3.45
2025-03-27 14:45:07.761727,3.42
2025-03-27 14:45:07.796868,3.64
2025-03-27 14:45:07.831980,3.47
2025-03-27 14:45:07.867110,3.42
2025-03-27 14:45:07.902263,3.42
2025-03-27 14:45:07.937266,3.43
2025-03-27 14:45:07.972489,3.42
2025-03-27 14:45:08.007602,3.43
2025-03-27 14:45:08.042757,3.56
2025-03-27 14:45:08.077933,3.41
2025-03-27 14:45:08.114123,3.42
2025-03-27 14:45:08.149264,3.46
2025-03-27 14:45:08.184455,3.42
2025-03-27 14:45:08.219473,3.44
2025-03-27 14:45:08.254538,3.43
2025-03-27 14:45:08.289563,3.43
2025-03-27 14:45:08.324717,3.42
2025-03-27 14:45:08.359964,3.45
2025-03-27 14:45:08.395106,3.42
2025-03-27 14:45:08.430275,3.43
2025-03-27 14:45:08.465388,3.43
2025-03-27 14:45:08.500469,3.44
2025-03-27 14:45:08.535564,3.42
2025-03-27 14:45:08.570736,3.42
2025-03-27 14:45:08.605926,3.42
2025-03-27 14:45:08.641064,3.43
2025-03-27 14:45:08.676173,3.43
2025-03-27 14:45:08.711212,3.43
2025-03-27 14:45:08.746365,3.44
2025-03-27 14:45:08.781442,3.44
2025-03-27 14:45:08.816603,3.46
2025-03-27 14:45:08.851677,3.42
2025-03-27 14:45:08.886775,3.46
2025-03-27 14:45:08.921850,3.74
2025-03-27 14:45:08.956976,3.43
2025-03-27 14:45:08.992159,3.46
