Timestamp (s),Power (mW)
0.00,3.86
1.03,3.44
2.05,3.45
3.08,3.45
4.11,3.44
5.13,3.46
6.16,3.46
7.19,3.44
8.21,3.43
9.24,3.46
10.27,3.97
11.30,4.69
12.33,4.74
13.35,4.09
