Timestamp (s),Power (mW)
0.00,3.85
0.04,3.86
0.07,3.47
0.11,3.44
0.14,3.43
0.18,3.46
0.21,3.42
0.25,3.42
0.28,3.45
0.32,3.46
0.36,3.43
0.39,3.45
0.43,3.46
0.46,3.45
0.50,3.42
0.53,3.49
0.57,3.44
0.60,3.43
0.64,3.47
0.67,3.43
0.71,3.46
0.74,3.46
0.78,3.44
0.81,3.45
0.85,3.45
0.88,3.43
0.92,3.47
0.95,3.44
0.99,3.43
1.02,3.44
1.06,3.43
1.09,3.43
1.13,3.43
1.16,3.42
1.20,3.43
1.23,3.43
1.27,3.43
1.30,3.45
1.34,3.44
1.37,3.43
1.41,3.43
1.44,3.55
1.48,3.44
1.51,3.43
1.55,3.44
1.58,3.43
1.62,3.46
1.65,3.43
1.69,3.43
1.72,3.48
1.76,3.43
1.80,3.44
1.83,3.43
1.87,3.43
1.90,3.52
1.94,3.43
1.97,3.43
2.01,3.44
2.04,3.42
2.08,3.44
2.11,3.43
2.15,3.42
2.18,3.45
2.22,3.43
2.25,3.43
2.29,3.45
2.32,3.44
2.36,3.44
2.39,3.43
2.43,3.52
2.46,3.43
2.50,3.42
2.53,3.44
2.57,3.44
2.60,3.44
2.64,3.40
2.67,3.45
2.71,3.43
2.74,3.43
2.78,3.46
2.81,3.43
2.85,3.43
2.88,3.42
2.92,3.56
2.95,3.42
2.99,3.42
3.02,3.45
3.06,3.41
3.09,3.45
3.13,3.43
3.17,3.44
3.20,3.47
3.24,3.43
3.27,3.43
3.31,3.46
3.34,3.41
3.38,3.43
3.41,3.43
3.45,3.43
3.48,3.42
3.52,3.45
3.55,3.43
3.59,3.46
3.62,3.41
3.66,3.43
3.69,3.44
3.73,3.41
3.76,3.43
3.80,3.45
3.83,3.42
3.87,3.43
3.90,3.43
3.94,3.42
3.97,3.55
4.01,3.45
4.04,3.42
4.08,3.42
4.12,3.50
4.15,3.40
4.19,3.43
4.22,3.42
4.26,3.42
4.29,3.42
4.33,3.43
4.36,3.43
4.40,3.43
4.43,3.41
4.47,3.42
4.50,3.42
4.54,3.45
4.57,3.44
4.61,3.44
4.64,3.44
4.68,3.44
4.71,3.42
4.75,3.46
4.78,3.42
4.82,3.42
4.85,3.44
4.89,3.41
4.92,3.43
4.96,3.47
4.99,3.42
5.03,3.47
5.06,3.44
5.10,3.43
5.13,3.43
5.17,3.42
5.20,3.42
5.24,3.40
5.27,3.42
5.31,3.41
5.34,3.43
5.38,3.42
5.42,3.43
5.45,3.42
5.49,3.43
5.52,3.44
5.56,3.42
5.59,3.43
5.63,3.41
5.66,3.42
5.70,3.45
5.73,3.42
5.77,3.42
5.80,3.42
5.84,3.44
5.87,3.42
5.91,3.43
5.94,3.42
5.98,3.43
6.01,3.42
6.05,3.44
6.08,3.40
6.12,3.43
6.15,3.41
6.19,3.40
6.22,3.41
6.26,3.44
6.30,3.71
6.33,3.41
6.37,3.44
6.40,3.42
6.44,3.44
6.47,3.41
6.51,3.53
6.54,3.48
6.58,3.41
6.61,3.41
6.65,3.41
6.68,3.41
6.72,3.41
6.75,3.41
6.79,3.42
6.82,3.43
6.86,3.42
6.89,3.43
6.93,3.44
6.96,3.41
7.00,3.41
7.03,3.43
7.07,3.41
7.10,3.41
7.14,3.43
7.17,3.40
7.21,3.41
7.24,3.44
7.28,3.42
7.31,3.41
7.35,3.43
7.38,3.40
7.42,3.39
7.45,3.45
7.49,3.41
7.52,3.46
7.56,3.41
7.59,3.42
7.63,3.44
7.66,3.41
7.70,3.41
7.73,3.42
7.77,3.42
7.80,3.44
7.84,3.43
7.87,3.40
7.91,3.44
7.94,3.41
7.98,3.42
8.01,3.42
8.05,3.41
8.08,3.41
8.12,3.42
8.15,3.41
8.19,3.41
8.22,3.40
8.26,3.40
8.30,3.39
8.33,3.43
8.37,3.48
8.40,3.40
8.44,3.44
8.47,3.40
8.51,3.43
8.54,3.40
8.58,3.40
8.61,3.41
8.65,3.41
8.68,3.40
8.72,3.42
8.75,3.44
8.79,3.40
8.82,3.41
8.86,3.40
8.89,3.45
8.93,3.41
8.96,3.40
9.00,3.42
9.03,3.40
9.07,3.42
9.10,3.39
