Timestamp (s),Power (mW)
0.00,3.89
0.04,3.90
0.07,3.52
0.11,3.50
0.14,3.49
0.18,3.51
0.21,3.49
0.25,3.49
0.28,3.52
0.32,3.49
0.35,3.51
0.39,3.49
0.42,3.50
0.46,3.53
0.49,3.48
0.53,3.48
0.56,3.64
0.60,3.50
0.64,3.48
0.67,3.53
0.71,3.51
0.74,3.47
0.78,3.51
0.81,3.50
0.85,3.49
0.88,3.53
0.92,3.50
0.95,3.48
0.99,3.49
1.02,3.49
1.06,3.48
1.09,3.48
1.13,3.46
1.16,3.47
1.20,3.49
1.23,3.48
1.27,3.50
1.30,3.50
1.34,3.49
1.37,3.52
1.41,3.48
1.44,3.49
1.48,3.48
1.51,3.49
1.55,3.48
1.58,3.48
1.62,3.52
1.65,3.48
1.69,3.51
1.72,3.50
1.76,3.51
1.79,3.46
1.83,3.50
1.86,3.48
1.90,3.53
1.94,3.50
1.97,3.56
2.01,3.48
2.04,3.48
2.08,3.49
2.11,3.48
2.15,3.47
2.18,3.49
2.22,3.47
2.25,3.49
2.29,3.48
2.32,3.47
2.36,3.49
2.39,3.47
2.43,3.49
2.46,3.47
2.50,3.50
2.53,3.50
2.57,3.49
2.60,3.47
2.64,3.47
2.67,3.51
2.71,3.48
2.74,3.51
2.78,3.53
2.81,3.49
2.85,3.50
2.88,3.48
2.92,3.46
2.95,3.48
2.99,3.47
3.02,3.50
3.06,3.48
3.09,3.48
3.13,3.49
3.16,3.47
3.20,3.47
3.23,3.48
3.27,3.49
3.30,3.47
3.34,3.50
3.37,3.48
3.41,3.50
3.44,3.47
3.48,3.49
3.51,3.47
3.55,3.50
3.58,3.47
3.62,3.47
3.65,3.48
3.69,3.50
3.72,3.49
3.76,3.47
3.80,3.47
3.83,3.48
3.87,3.50
3.90,3.48
3.94,3.50
3.97,3.49
4.01,3.48
4.04,3.54
4.08,3.47
4.11,3.55
4.15,3.48
4.18,3.49
4.22,3.47
4.25,3.50
4.29,3.49
4.32,3.54
4.36,3.53
4.39,3.48
4.43,3.46
4.46,3.48
4.50,3.48
4.53,3.46
4.57,3.48
4.60,3.47
4.64,3.48
4.67,3.47
4.71,3.47
4.74,3.48
4.78,3.48
4.81,3.47
4.85,3.50
4.89,3.48
4.92,3.49
4.96,3.47
4.99,3.49
5.03,3.49
5.06,3.47
5.10,3.47
5.13,3.47
5.17,3.48
5.20,3.47
5.24,3.49
5.27,3.49
5.31,3.45
5.34,3.50
5.38,3.49
5.41,3.47
5.45,3.48
5.48,3.46
5.52,3.46
5.55,3.53
5.59,3.47
5.62,3.48
5.66,3.51
5.69,3.46
5.73,3.46
5.76,3.47
5.80,3.46
5.83,3.47
5.87,3.46
5.90,3.45
5.94,3.50
5.97,3.49
6.01,3.50
6.04,3.46
6.08,3.48
6.11,3.47
6.15,3.49
6.18,3.46
6.22,3.47
6.25,3.48
6.29,3.47
6.32,3.50
6.36,3.47
6.39,3.46
6.43,3.51
6.46,3.51
6.50,3.46
6.54,3.48
6.57,3.51
6.61,3.48
6.64,3.50
6.68,3.46
6.71,3.55
6.75,3.53
6.78,3.49
6.82,3.47
6.85,3.48
6.89,3.46
6.92,3.47
6.96,3.46
6.99,3.46
7.03,3.47
7.06,3.47
7.10,3.47
7.13,3.47
7.17,3.47
7.20,3.48
7.24,3.47
7.27,3.47
7.31,3.47
7.34,3.49
7.38,3.66
7.41,3.64
7.45,3.51
7.48,3.46
7.52,3.49
7.55,3.46
7.59,3.46
7.62,3.49
7.66,3.47
7.69,3.46
7.73,3.47
7.76,3.46
7.80,3.46
7.83,3.57
7.87,3.48
7.90,3.48
7.94,3.47
7.97,3.47
8.01,3.46
8.04,3.45
8.08,3.47
8.11,3.46
8.15,3.47
8.18,3.48
8.22,3.46
8.26,3.47
8.29,3.49
8.33,3.47
8.36,3.45
8.40,3.46
8.43,3.50
8.47,3.46
8.50,3.47
8.54,3.51
8.57,3.45
8.61,3.48
8.64,3.46
8.68,3.45
8.71,3.46
8.75,3.48
8.78,3.47
8.82,3.46
8.85,3.45
8.89,3.47
8.92,3.48
8.96,3.45
