Timestamp (s),Power (mW)
2025-03-27 15:37:27.038505,3.53
2025-03-27 15:37:27.074942,3.46
2025-03-27 15:37:27.110166,3.47
2025-03-27 15:37:27.145282,3.46
2025-03-27 15:37:27.181502,3.45
2025-03-27 15:37:27.216498,3.49
2025-03-27 15:37:27.251594,3.44
2025-03-27 15:37:27.286592,3.47
2025-03-27 15:37:27.321577,3.44
2025-03-27 15:37:27.356618,3.44
2025-03-27 15:37:27.391764,3.44
2025-03-27 15:37:27.426762,3.49
2025-03-27 15:37:27.461970,3.46
2025-03-27 15:37:27.498156,3.44
2025-03-27 15:37:27.533170,3.45
2025-03-27 15:37:27.568264,3.44
2025-03-27 15:37:27.603199,3.45
2025-03-27 15:37:27.638381,3.44
2025-03-27 15:37:27.673428,3.45
2025-03-27 15:37:27.708514,3.43
2025-03-27 15:37:27.743531,3.44
2025-03-27 15:37:27.778483,3.45
2025-03-27 15:37:27.813537,3.44
2025-03-27 15:37:27.848640,3.44
2025-03-27 15:37:27.883738,3.47
2025-03-27 15:37:27.918791,3.43
2025-03-27 15:37:27.953804,3.44
2025-03-27 15:37:27.989488,3.45
2025-03-27 15:37:28.024540,3.44
2025-03-27 15:37:28.059599,3.46
2025-03-27 15:37:28.094660,3.45
2025-03-27 15:37:28.129608,3.44
2025-03-27 15:37:28.164656,3.47
2025-03-27 15:37:28.200456,3.45
2025-03-27 15:37:28.235428,3.44
2025-03-27 15:37:28.270549,3.44
2025-03-27 15:37:28.305546,3.49
2025-03-27 15:37:28.340621,3.43
2025-03-27 15:37:28.375579,3.44
2025-03-27 15:37:28.410526,3.48
2025-03-27 15:37:28.445568,3.44
2025-03-27 15:37:28.480639,3.43
2025-03-27 15:37:28.515701,3.45
2025-03-27 15:37:28.550688,3.43
2025-03-27 15:37:28.585832,3.44
2025-03-27 15:37:28.620863,3.44
2025-03-27 15:37:28.655898,3.45
2025-03-27 15:37:28.690941,3.44
2025-03-27 15:37:28.725947,3.44
2025-03-27 15:37:28.760905,3.49
2025-03-27 15:37:28.795902,3.45
2025-03-27 15:37:28.830889,3.43
2025-03-27 15:37:28.866018,3.44
2025-03-27 15:37:28.901049,3.43
2025-03-27 15:37:28.936117,3.43
2025-03-27 15:37:28.972263,3.46
2025-03-27 15:37:29.007208,3.44
2025-03-27 15:37:29.042264,3.43
2025-03-27 15:37:29.077387,3.45
2025-03-27 15:37:29.112455,3.42
2025-03-27 15:37:29.147393,3.44
2025-03-27 15:37:29.182422,3.47
2025-03-27 15:37:29.217406,3.43
2025-03-27 15:37:29.252483,3.43
2025-03-27 15:37:29.287580,3.49
2025-03-27 15:37:29.322595,3.43
2025-03-27 15:37:29.357610,3.44
2025-03-27 15:37:29.392596,3.43
2025-03-27 15:37:29.427604,3.44
2025-03-27 15:37:29.462663,3.47
2025-03-27 15:37:29.497666,3.42
2025-03-27 15:37:29.532762,3.42
2025-03-27 15:37:29.568507,3.42
2025-03-27 15:37:29.603517,3.43
2025-03-27 15:37:29.638592,3.43
2025-03-27 15:37:29.673627,3.44
2025-03-27 15:37:29.708716,3.44
2025-03-27 15:37:29.744082,3.44
2025-03-27 15:37:29.779039,3.44
2025-03-27 15:37:29.814071,3.44
2025-03-27 15:37:29.849063,3.44
2025-03-27 15:37:29.884226,3.42
2025-03-27 15:37:29.919246,3.43
2025-03-27 15:37:29.954327,3.44
2025-03-27 15:37:29.989236,3.43
2025-03-27 15:37:30.024262,3.42
2025-03-27 15:37:30.059267,3.43
2025-03-27 15:37:30.094394,3.43
2025-03-27 15:37:30.129429,3.42
2025-03-27 15:37:30.164455,3.47
2025-03-27 15:37:30.199508,3.43
2025-03-27 15:37:30.234493,3.43
2025-03-27 15:37:30.269562,3.45
2025-03-27 15:37:30.304605,3.42
2025-03-27 15:37:30.339594,3.43
2025-03-27 15:37:30.374559,3.45
2025-03-27 15:37:30.409536,3.43
2025-03-27 15:37:30.444474,3.42
2025-03-27 15:37:30.479562,3.42
2025-03-27 15:37:30.514616,3.44
2025-03-27 15:37:30.549704,3.42
2025-03-27 15:37:30.585476,3.44
2025-03-27 15:37:30.621469,3.43
2025-03-27 15:37:30.656434,3.44
2025-03-27 15:37:30.691490,3.41
2025-03-27 15:37:30.726533,3.43
2025-03-27 15:37:30.761540,3.41
2025-03-27 15:37:30.796545,3.41
2025-03-27 15:37:30.831499,3.43
2025-03-27 15:37:30.866849,3.44
2025-03-27 15:37:30.901950,3.44
2025-03-27 15:37:30.937011,3.47
2025-03-27 15:37:30.972070,3.42
2025-03-27 15:37:31.007025,3.43
2025-03-27 15:37:31.041982,3.42
2025-03-27 15:37:31.077067,3.44
2025-03-27 15:37:31.112108,3.42
2025-03-27 15:37:31.147193,3.44
2025-03-27 15:37:31.182192,3.43
2025-03-27 15:37:31.217178,3.42
2025-03-27 15:37:31.252160,3.45
2025-03-27 15:37:31.287206,3.41
2025-03-27 15:37:31.322324,3.66
2025-03-27 15:37:31.358498,3.46
2025-03-27 15:37:31.393530,3.43
2025-03-27 15:37:31.428570,3.42
2025-03-27 15:37:31.463613,3.44
2025-03-27 15:37:31.498748,3.41
2025-03-27 15:37:31.533819,3.43
2025-03-27 15:37:31.568901,3.45
2025-03-27 15:37:31.603904,3.45
2025-03-27 15:37:31.638821,3.42
2025-03-27 15:37:31.673862,3.42
