Timestamp (s),Power (mW)
2025-03-27 15:36:52.428848,3.48
2025-03-27 15:36:52.465364,3.47
2025-03-27 15:36:52.500728,3.50
2025-03-27 15:36:52.535853,3.53
2025-03-27 15:36:52.570944,3.48
2025-03-27 15:36:52.606056,3.49
2025-03-27 15:36:52.642266,3.46
2025-03-27 15:36:52.677268,3.45
2025-03-27 15:36:52.712336,3.48
2025-03-27 15:36:52.748516,3.46
2025-03-27 15:36:52.783515,3.46
2025-03-27 15:36:52.818554,3.48
2025-03-27 15:36:52.853683,3.46
2025-03-27 15:36:52.888688,3.46
2025-03-27 15:36:52.923760,3.53
2025-03-27 15:36:52.958685,3.45
2025-03-27 15:36:52.993674,3.45
2025-03-27 15:36:53.029666,3.88
2025-03-27 15:36:53.064658,3.45
2025-03-27 15:36:53.099734,3.45
2025-03-27 15:36:53.134755,3.50
2025-03-27 15:36:53.169745,3.46
2025-03-27 15:36:53.204782,3.46
2025-03-27 15:36:53.239799,3.47
2025-03-27 15:36:53.274824,3.54
2025-03-27 15:36:53.309906,3.53
2025-03-27 15:36:53.344868,3.71
2025-03-27 15:36:53.379893,3.48
2025-03-27 15:36:53.414882,3.46
2025-03-27 15:36:53.449881,3.51
2025-03-27 15:36:53.484953,3.49
2025-03-27 15:36:53.519953,3.53
2025-03-27 15:36:53.554940,3.46
2025-03-27 15:36:53.589947,3.73
2025-03-27 15:36:53.624909,3.47
2025-03-27 15:36:53.659967,3.44
2025-03-27 15:36:53.694978,3.72
2025-03-27 15:36:53.729997,3.46
2025-03-27 15:36:53.764974,3.46
2025-03-27 15:36:53.800059,3.47
2025-03-27 15:36:53.836746,3.45
2025-03-27 15:36:53.871801,3.55
2025-03-27 15:36:53.906932,3.47
2025-03-27 15:36:53.941932,3.50
2025-03-27 15:36:53.976939,3.44
2025-03-27 15:36:54.011997,3.48
2025-03-27 15:36:54.047075,3.46
2025-03-27 15:36:54.082179,3.43
2025-03-27 15:36:54.117265,3.49
2025-03-27 15:36:54.152220,3.44
2025-03-27 15:36:54.187262,3.45
2025-03-27 15:36:54.222262,3.45
2025-03-27 15:36:54.257267,3.46
2025-03-27 15:36:54.292386,3.47
2025-03-27 15:36:54.327444,3.46
2025-03-27 15:36:54.362483,3.45
2025-03-27 15:36:54.398458,3.44
2025-03-27 15:36:54.433415,3.44
2025-03-27 15:36:54.468494,3.45
2025-03-27 15:36:54.503570,3.45
2025-03-27 15:36:54.538690,3.44
2025-03-27 15:36:54.573712,3.47
2025-03-27 15:36:54.608778,3.44
2025-03-27 15:36:54.643829,3.46
2025-03-27 15:36:54.678900,3.50
2025-03-27 15:36:54.713964,3.45
2025-03-27 15:36:54.749007,3.46
2025-03-27 15:36:54.784080,3.46
2025-03-27 15:36:54.819053,3.45
2025-03-27 15:36:54.854146,3.45
2025-03-27 15:36:54.889250,3.47
2025-03-27 15:36:54.924262,3.46
2025-03-27 15:36:54.959183,3.45
2025-03-27 15:36:54.994147,3.50
2025-03-27 15:36:55.029263,3.45
2025-03-27 15:36:55.064232,3.45
2025-03-27 15:36:55.099386,3.47
2025-03-27 15:36:55.134376,3.44
2025-03-27 15:36:55.169403,3.45
2025-03-27 15:36:55.204474,3.45
2025-03-27 15:36:55.239463,3.45
2025-03-27 15:36:55.274543,3.43
2025-03-27 15:36:55.309596,3.46
2025-03-27 15:36:55.344592,3.44
2025-03-27 15:36:55.379592,3.44
2025-03-27 15:36:55.414630,3.45
2025-03-27 15:36:55.449730,3.48
2025-03-27 15:36:55.484824,3.45
2025-03-27 15:36:55.519997,3.44
2025-03-27 15:36:55.555047,3.46
2025-03-27 15:36:55.590188,3.45
2025-03-27 15:36:55.625205,3.44
2025-03-27 15:36:55.660262,3.45
2025-03-27 15:36:55.695407,3.42
2025-03-27 15:36:55.730441,3.44
2025-03-27 15:36:55.765469,3.48
2025-03-27 15:36:55.800447,3.43
2025-03-27 15:36:55.835458,3.46
2025-03-27 15:36:55.870490,3.47
2025-03-27 15:36:55.905644,3.43
2025-03-27 15:36:55.941455,3.43
2025-03-27 15:36:55.976346,3.48
2025-03-27 15:36:56.011411,3.43
2025-03-27 15:36:56.046376,3.45
2025-03-27 15:36:56.081519,3.45
2025-03-27 15:36:56.116547,3.43
2025-03-27 15:36:56.151566,3.44
2025-03-27 15:36:56.186627,3.43
2025-03-27 15:36:56.222474,3.44
2025-03-27 15:36:56.257519,3.45
2025-03-27 15:36:56.292629,3.44
2025-03-27 15:36:56.327669,3.42
2025-03-27 15:36:56.362772,3.44
2025-03-27 15:36:56.397762,3.42
2025-03-27 15:36:56.432730,3.45
2025-03-27 15:36:56.467844,3.54
2025-03-27 15:36:56.502916,3.42
2025-03-27 15:36:56.538001,3.47
2025-03-27 15:36:56.572937,3.44
2025-03-27 15:36:56.607980,3.44
2025-03-27 15:36:56.642957,3.44
2025-03-27 15:36:56.678014,3.44
2025-03-27 15:36:56.713161,3.43
2025-03-27 15:36:56.748209,3.46
2025-03-27 15:36:56.783262,3.42
2025-03-27 15:36:56.818173,3.43
2025-03-27 15:36:56.853194,3.51
2025-03-27 15:36:56.888263,3.43
2025-03-27 15:36:56.923266,3.43
